ISO3,Country,Dataset,Source,Type,TypeDetail,Access,TemporalStart,TemporalEnd,Frequency,Coverage,URL,Resolution,Quality,Notes,APIAvailable,Origins
SAU,Saudi Arabia,Sabkha (Salt Flat) Distribution,Saudi Geological Survey,SPECIAL DATASETS FOR SAUDI ARABIA,,,,,,"Sabkhas (salt flats/salt marshes) are significant geological features in Saudi Arabia, particularly in eastern coastal areas and interior basins. Present geotechnical challenges for pipeline construction due to soft, corrosive soils and high water tables. Distribution mapped on geological maps. Critical consideration for pipeline routing in eastern provinces and coastal areas.",,,3,,,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Saudi Aramco Pipeline GIS Data,Saudi Arabian Oil Company (Saudi Aramco) - Pipelines Data Management Unit (PDMU),INFRASTRUCTURE - PIPELINES,,Highly Restricted - Internal only (proprietary/confidential),Current (maintained as-built records),,Continuous (real-time updates for modifications),As-built engineering detail (centimeter-level accuracy),,As-built engineering detail (centimeter-level accuracy),5,,Internal corporate GIS/ERP integration only,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Seismic Hazard Zones,Saudi Geological Survey / Saudi Building Code National Committee,SPECIAL DATASETS FOR SAUDI ARABIA,,Restricted (building code incorporated hazard maps),Current (SBC-301-2007 and updates),,,Regional seismic hazard zonation,,Regional seismic hazard zonation,3,,,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Sentinel-2 Land Use/Land Cover,ESA/Esri,LAND COVER / LAND USE,,Open/Free,Annual time series available,,Annual,10 meters,https://www.arcgis.com/home/item.html?id=cfcb7609de5f478eb7666240902d4d3d,10 meters,4,,"Yes - ArcGIS Living Atlas, Google Earth Engine",TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Soil Maps,"Ministry of Environment, Water and Agriculture",GEOLOGY / SOIL,,Restricted/requires request,,,,Reconnaissance to detailed scales,,Reconnaissance to detailed scales,3,,,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,World Database on Protected Areas,UN Environment Programme World Conservation Monitoring Centre (UNEP-WCMC),PROTECTED AREAS / ENVIRONMENTAL,,Open/Free,Current (regularly updated),,Monthly updates,Variable by protected area,https://www.protectedplanet.net/country/SAU,Variable by protected area,4,,"Yes - Protected Planet API, direct download",TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,WorldClim,WorldClim project,CLIMATE / WEATHER,,Open/Free,Historical averages (1970-2000 baseline) and future projections,,Periodic major releases,Multiple resolutions (30 arc-seconds ~1km to 2.5 arc-minutes),,Multiple resolutions (30 arc-seconds ~1km to 2.5 arc-minutes),4,,Direct download,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,WorldPop,WorldPop / University of Southampton,POPULATION / DEMOGRAPHICS,,Open/Free,Annual products (2000-2020),,Annual releases,HIGH quality gridded population data. 100m resolution provides detailed spatial distribution beyond administrative units. Based on 2010 and 2020 census data combined with geospatial covariates. Excellent for identifying populated areas along pipeline corridors. Distinguishes Saudi and non-Saudi populations. Recommended as primary gridded population source. Particularly useful for pipeline routing to minimize population exposure.[65][66][67][68],https://hub.worldpop.org,,5,,Direct download,TIER1_BEST_DATASETS.csv
SWE,Sweden,National Elevation Model (NH),Lantmäteriet,Raster DTM/DSM (1-2m LiDAR-derived),,Open,2009,Present,Ongoing,Available,https://www.lantmateriet.se/,,,,,COUNTRY_COVERAGE_LONG.csv
USA,United States of America,3DEP Standard Digital Elevation Models[1][2],U.S. Geological Survey (USGS)[1],ELEVATION/TERRAIN (DEM),,Open/Free[2],"2000-present, continuously updated[4]",,Continuous integration as new LiDAR data becomes available[3],"Highest quality national elevation data for the US. The 1m LiDAR-derived DEMs represent bare-earth topography with vertical accuracy typically better than 10cm RMSE for flat terrain. Seamless within projects but may have slight discontinuities across project boundaries. Covers CONUS, Alaska, Hawaii, and territories with varying completeness.[2][3]",https://www.usgs.gov/3d-elevation-program[1,,5,,"Yes - The National Map API (TNMAccess), OpenTopography API, Google Earth Engine[5][6][7]",TIER1_BEST_DATASETS.csv
USA,United States of America,Airbus,,SATELLITE IMAGERY (COMMERCIAL),,,,,,"Qualifier: Pléiades, SPOT",,,3,,,TIER1_BEST_DATASETS.csv
USA,United States of America,Airbus Defense and Space Imagery,Airbus,SATELLITE IMAGERY (COMMERCIAL),,Commercial/Purchase,Extensive archive and on-demand,,Regular collection cycles,Pléiades: 50cm; SPOT 6/7: 1.5m,https://www.intelligence-airbusds.com,Pléiades: 50cm; SPOT 6/7: 1.5m,4,,Yes,TIER1_BEST_DATASETS.csv
USA,United States of America,"American Indian, Alaska Native, Native Hawaiian Areas",U.S. Census Bureau (TIGER files)[20],SPECIAL DATASETS FOR UNITED STATES,,Open/Free,Current,,Annual[20],Legal boundaries,,Legal boundaries,3,,Yes - TIGERweb API[21],TIER1_BEST_DATASETS.csv
USA,United States of America,BLM Surface Management Agency,Bureau of Land Management,SPECIAL DATASETS FOR UNITED STATES,,Open/Free,Current,,Quarterly updates,Parcel-level,https://www.blm.gov,Parcel-level,3,,Yes - BLM web services,TIER1_BEST_DATASETS.csv
USA,United States of America,Copernicus DEM,,ELEVATION/TERRAIN (DEM),,,,,,Qualifier: Global Coverage,,,3,,,TIER1_BEST_DATASETS.csv
USA,United States of America,Copernicus Digital Elevation Model,European Space Agency / Copernicus Programme,ELEVATION/TERRAIN (DEM),,Open/Free,2011-2015 (acquisition period),,Static (completed mission),"Good global coverage with consistent quality. For US applications, 3DEP is superior, but Copernicus provides seamless coverage including areas not yet covered by 3DEP LiDAR.",,,4,,Yes - via OpenTopography and various portals,TIER1_BEST_DATASETS.csv
USA,United States of America,Cropland Data Layer,USDA National Agricultural Statistics Service,SPECIAL DATASETS FOR UNITED STATES,,Open/Free,Annual from 1997-present,,Annual,30m,https://nassgeodata.gmu.edu/CropScape,30m,5,,Yes - CropScape web service,TIER1_BEST_DATASETS.csv
USA,United States of America,Decennial Census and American Community Survey (ACS)[53],U.S. Census Bureau[53],POPULATION / DEMOGRAPHICS,,Open/Free[53],"Decennial Census (2020, 2010, etc.); ACS annual/5-year estimates[53]",,Decennial Census every 10 years; ACS annual updates[53],Official US population and demographic data. Census provides complete enumeration at block level (highest resolution). ACS provides detailed socioeconomic data at larger geographies. Join to TIGER boundaries using GEOIDs for mapping. Excellent data quality and comprehensive coverage. API enables efficient queries.[20][53],https://www.census.gov/data/developers[53,,5,,Yes - Census Data API[53],TIER1_BEST_DATASETS.csv
USA,United States of America,DOD Installations and Restricted Areas,Department of Defense / FAA,SPECIAL DATASETS FOR UNITED STATES,,Open/Free (unclassified boundaries),Current,,As needed,Installation boundaries,,Installation boundaries,3,,Limited,TIER1_BEST_DATASETS.csv
USA,United States of America,ERA5,ECMWF/Copernicus,CLIMATE / WEATHER,,Open/Free,1940-present,,Near real-time (5-day lag),~31km (0.25 degree),,~31km (0.25 degree),5,,Yes - Climate Data Store API,TIER1_BEST_DATASETS.csv
USA,United States of America,ESA WorldCover,European Space Agency,LAND COVER / LAND USE,,Open/Free,"2020, 2021",,Annual,Qualifier: Global,,10m (Sentinel-based),5,,Yes - WMS/WFS services,TIER1_BEST_DATASETS.csv
USA,United States of America,FAO Harmonized World Soil Database,,GEOLOGY / SOIL,,,,,,Qualifier: HWSD,,,3,,,TIER1_BEST_DATASETS.csv
USA,United States of America,FEMA National Flood Hazard Layer,,SPECIAL DATASETS FOR UNITED STATES,,,,,,Qualifier: NFHL,,,3,,,TIER1_BEST_DATASETS.csv
USA,United States,FEMA NFHL,Federal Emergency Management Agency,Vector flood hazard zones,,Open,2003,Present,Rolling updates,Available,https://www.fema.gov/flood-maps/national-flood-hazard-layer,,,,,COUNTRY_COVERAGE_LONG.csv
USA,United States of America,GADM,GADM.org,ADMINISTRATIVE BOUNDARIES,,Open/Free (academic use),Current,,Periodic,Multiple administrative levels,https://gadm.org,Multiple administrative levels,3,,No - download only,TIER1_BEST_DATASETS.csv
USA,United States of America,HWSD v1.2,FAO/IIASA,GEOLOGY / SOIL,,Open/Free,Static,,Infrequent updates,1km (coarse),,1km (coarse),3,,No,TIER1_BEST_DATASETS.csv
USA,United States of America,LandScan[54][55],Oak Ridge National Laboratory (ORNL)[55],POPULATION / DEMOGRAPHICS,,Restricted - requires approval for LandScan HD; global product more accessible[54],Annual products from 2000-present[54][55],,Annual[54],Industry standard for ambient population distribution (day/night averaged). Uses sophisticated dasymetric modeling. LandScan Global provides consistent 1km gridded population. Higher resolution LandScan HD available for US but restricted. Good for areas between census geographies.[55][54],,,4,,Limited,TIER1_BEST_DATASETS.csv
USA,United States of America,Maxar,,SATELLITE IMAGERY (COMMERCIAL),,,,,,"Qualifier: WorldView, GeoEye",,,3,,,TIER1_BEST_DATASETS.csv
USA,United States of America,"Maxar Constellation (WorldView-1/2/3/4, GeoEye-1)[60]",Maxar Intelligence[60],SATELLITE IMAGERY (COMMERCIAL),,Commercial/Purchase (NASA-funded researchers can access through CSDA)[60],Extensive archive from early 2000s; on-demand tasking[60],,On-demand and systematic collection,31cm to 50cm panchromatic; 1.2m to 2m multispectral[60],https://www.maxar.com,31cm to 50cm panchromatic; 1.2m to 2m multispectral[60],5,,Yes - Maxar platform APIs,TIER1_BEST_DATASETS.csv
USA,United States of America,National Flood Hazard Layer[68][69][70],Federal Emergency Management Agency (FEMA)[69][68],SPECIAL DATASETS FOR UNITED STATES,,Open/Free[69],Current effective flood maps[69],,Continuous updates as maps reach effective date[69],"Detailed mapping, scale varies by study",https://msc.fema.gov[71,"Detailed mapping, scale varies by study",2,,"Yes - FEMA web services, REST APIs[68]",TIER1_BEST_DATASETS.csv
USA,United States of America,National Hydrography Dataset Plus High Resolution[13][14],U.S. Geological Survey / U.S. EPA[14][13],HYDROLOGY / WATER,,Open/Free[14],Current - based on latest NHD updates[15],,Continuous updates through 3D Hydrography Program (3DHP)[15],"1:24,000 or better[13]",https://www.usgs.gov/national-hydrography[13,"1:24,000 or better[13]",2,,"Yes - The National Map API, WMS/WFS services[15]",TIER1_BEST_DATASETS.csv
USA,United States of America,National Land Cover Database,,LAND COVER / LAND USE,,,,,,Qualifier: NLCD,,,3,,,TIER1_BEST_DATASETS.csv
USA,United States of America,National Pipeline Mapping System,,INFRASTRUCTURE - PIPELINES,,,,,,Qualifier: NPMS,,,3,,,TIER1_BEST_DATASETS.csv
USA,United States of America,National Seismic Hazard Model (NSHM)[64][65][66],U.S. Geological Survey Earthquake Hazards Program[65][66],SPECIAL DATASETS FOR UNITED STATES,,Open/Free[65],Current model; historical earthquake catalog from 1700s[65],,Major model updates every ~6 years; earthquake catalog real-time[66][65],Various scales from site-specific to national,https://earthquake.usgs.gov[65,Various scales from site-specific to national,3,,"Yes - Earthquake Catalog API (FDSN Web Service), web services[67][65]",TIER1_BEST_DATASETS.csv
USA,United States of America,NGMDB and State Geological Survey Maps[36][37],U.S. Geological Survey[37][36],GEOLOGY / SOIL,,Open/Free[36],Historical to current,,Continuous additions[37],"Varies by map - typically 1:24,000 to 1:250,000",https://ngmdb.usgs.gov[37,"Varies by map - typically 1:24,000 to 1:250,000",3,,"Limited - MapView interface, some WMS services[38][39]",TIER1_BEST_DATASETS.csv
USA,United States of America,NHDPlus High Resolution,,HYDROLOGY / WATER,,,,,,Qualifier: NHDPlus HR,,,3,,,TIER1_BEST_DATASETS.csv
USA,United States of America,NHDPlus V2,EPA/USGS[14],HYDROLOGY / WATER,,Open/Free,Complete national coverage,,Static (superseded by NHDPlus HR)[14],"1:100,000",https://www.epa.gov/waterdata/nhdplus-national-hydrography-dataset-plus[14,"1:100,000",2,,Limited,TIER1_BEST_DATASETS.csv
USA,United States of America,NHDPlus Version 2,,HYDROLOGY / WATER,,,,,,Qualifier: Legacy,,,3,,,TIER1_BEST_DATASETS.csv
USA,United States of America,NLCD 2021 and Annual NLCD[8][9],Multi-Resolution Land Characteristics (MRLC) Consortium - USGS/EPA/NOAA/USFS partnership[9][8],LAND COVER / LAND USE,,Open/Free[8],"Historical epochs (2001, 2004, 2006, 2008, 2011, 2013, 2016, 2019, 2021) plus annual products from 2000-present[11]",,Major releases every 2-5 years; annual products updated yearly[11],30m (Landsat-based)[10],https://www.mrlc.gov[8,30m (Landsat-based)[10],5,,Yes - WMS services available through MRLC[8],TIER1_BEST_DATASETS.csv
USA,United States of America,North American Rail Network,,INFRASTRUCTURE - RAILWAYS,,,,,,Qualifier: NARN,,,3,,,TIER1_BEST_DATASETS.csv
USA,United States of America,North American Rail Network Lines and Nodes[23][18],Federal Railroad Administration (FRA)[24][18],INFRASTRUCTURE - RAILWAYS,,Open/Free[18],"Updated July 18, 2025[24]",,Periodic updates (multiple times per year)[18],"1:24,000 or better",https://geodata.bts.gov[18,"1:24,000 or better",5,,Yes - REST API via BTS ArcGIS services[18],TIER1_BEST_DATASETS.csv
USA,United States,NPMS (National Pipeline Mapping System),PHMSA / DOT,Vector pipelines,,Restricted (CEII),2002,Present,Annual,Restricted access,https://www.npms.phmsa.dot.gov/,,,,,COUNTRY_COVERAGE_LONG.csv
USA,United States of America,NPMS Pipeline Data[28][29],"Pipeline and Hazardous Materials Safety Administration (PHMSA), U.S. Department of Transportation[29][28]",INFRASTRUCTURE - PIPELINES,,Restricted - Public Map Viewer (county-level view) or PIMMA (requires authorization)[30][28],Current - updated annually by operators[29],,Annual operator submissions[28],Transmission pipelines only (not gathering or distribution)[28],https://www.npms.phmsa.dot.gov[31,Transmission pipelines only (not gathering or distribution)[28],3,,"No - web viewer only, GIS data requires formal request[30]",TIER1_BEST_DATASETS.csv
USA,United States of America,NRCS Soil Survey Geographic Database,,GEOLOGY / SOIL,,,,,,Qualifier: SSURGO,,,3,,,TIER1_BEST_DATASETS.csv
USA,United States of America,NTAD Roads and Highways[16][17],"Bureau of Transportation Statistics (BTS), U.S. Department of Transportation[16]",INFRASTRUCTURE - ROADS,,Open/Free[16],Current[16],,Continuous updates (changed from annual in 2016)[16],"Varies by dataset; typically 1:100,000 or better",https://www.bts.gov/ntad[16,"Varies by dataset; typically 1:100,000 or better",3,,Yes - REST API via ArcGIS services[17][18],TIER1_BEST_DATASETS.csv
USA,United States of America,NWS API and Climate Data Online (CDO)[48][49],National Oceanic and Atmospheric Administration (NOAA)[49][48],CLIMATE / WEATHER,,Open/Free[49][48],Historical (1800s to present) and real-time[50][51],,Real-time for forecasts/observations; historical data continuously archived[48],Station-based observations plus gridded products,https://www.weather.gov/documentation/services-web-api,Station-based observations plus gridded products,5,,"Yes - NWS API (weather.gov/api), CDO API v2, REST services, THREDDS servers[52][48][49]",TIER1_BEST_DATASETS.csv
USA,United States of America,OneGeology Portal[40][41],International consortium including USGS[40],GEOLOGY / SOIL,,Open/Free[40],Current,,Continuous,Variable by contributing survey,https://portal.onegeology.org[41,Variable by contributing survey,3,,Yes - WMS/WFS services[42],TIER1_BEST_DATASETS.csv
USA,United States of America,OpenStreetMap Power Infrastructure,OpenStreetMap Community,"INFRASTRUCTURE - UTILITIES (Power, Telecom)",,Open/Free,Current,,Real-time,Variable,https://openinframap.org,Variable,4,,Yes - Overpass API,TIER1_BEST_DATASETS.csv
USA,United States of America,OpenStreetMap United States,OpenStreetMap Community,INFRASTRUCTURE - ROADS,,Open/Free (ODbL license),Current (live updates),,Real-time continuous updates,"Variable, typically very detailed in urban areas",https://www.openstreetmap.org,"Variable, typically very detailed in urban areas",5,,"Yes - Overpass API, various extracts",TIER1_BEST_DATASETS.csv
